commodity,regime,region_id,date,residual
Onions,Unified,Amran City_Amran,2018-07-01,-0.5456132613044417
Onions,Unified,Amran City_Amran,2018-08-01,-0.025519388505931273
Onions,Unified,Amran City_Amran,2018-10-01,0.8249806114940688
Onions,Unified,Amran City_Amran,2018-11-01,0.3723640942621056
Onions,Unified,Amran City_Amran,2018-12-01,-0.4837132613044417
Onions,Unified,Amran City_Amran,2019-01-01,0.12478061149406883
Onions,Unified,Amran City_Amran,2019-02-01,0.27658061149406876
Onions,Unified,Amran City_Amran,2019-03-01,0.3266806114940688
Onions,Unified,Amran City_Amran,2019-04-01,0.27688061149406873
Onions,Unified,Amran City_Amran,2019-05-01,0.5729851645249486
Onions,Unified,Amran City_Amran,2019-06-01,-0.314536462026487
Onions,Unified,Amran City_Amran,2019-07-01,0.31050179709831915
Onions,Unified,Amran City_Amran,2019-08-01,0.3118740045051335
Onions,Unified,Amran City_Amran,2019-09-01,-0.35301326130444166
Onions,Unified,Amran City_Amran,2019-10-01,0.5793806114940687
Onions,Unified,Amran City_Amran,2019-11-01,1.0543015978538461
Onions,Unified,Amran City_Amran,2019-12-01,-0.056983687208997935
Onions,Unified,Dhamar City_Dhamar,2016-06-01,-0.16894167007114846
Onions,Unified,Dhamar City_Dhamar,2016-07-01,-0.2808190256376958
Onions,Unified,Dhamar City_Dhamar,2016-08-01,-0.00021178394844167947
Onions,Unified,Dhamar City_Dhamar,2016-09-01,-0.2993684683938137
Onions,Unified,Dhamar City_Dhamar,2016-10-01,-0.22287728425367737
Onions,Unified,Dhamar City_Dhamar,2016-11-01,0.003974847160814643
Onions,Unified,Dhamar City_Dhamar,2016-12-01,-0.2464190256376958
Onions,Unified,Dhamar City_Dhamar,2017-01-01,-0.3733128984362062
Onions,Unified,Dhamar City_Dhamar,2017-02-01,-0.31692515283918543
Onions,Unified,Dhamar City_Dhamar,2017-03-01,-0.4458190256376958
Onions,Unified,Dhamar City_Dhamar,2017-04-01,-0.5733251528391854
Onions,Unified,Dhamar City_Dhamar,2017-05-01,-0.39522515283918536
Onions,Unified,Dhamar City_Dhamar,2017-06-01,-0.3986128984362062
Onions,Unified,Dhamar City_Dhamar,2017-07-01,-0.5825190256376958
Onions,Unified,Dhamar City_Dhamar,2017-08-01,-0.29752515283918546
Onions,Unified,Dhamar City_Dhamar,2017-09-01,-0.19742515283918538
Onions,Unified,Dhamar City_Dhamar,2017-10-01,-0.4779216831968849
Onions,Unified,Dhamar City_Dhamar,2017-11-01,-0.14668341145516706
Onions,Unified,Dhamar City_Dhamar,2017-12-01,0.04860007131286981
Onions,Unified,Dhamar City_Dhamar,2018-01-01,0.14867940019169423
Onions,Unified,Dhamar City_Dhamar,2018-02-01,0.15377484716081458
Onions,Unified,Dhamar City_Dhamar,2018-03-01,0.049287905836447043
Onions,Unified,Dhamar City_Dhamar,2018-05-01,0.20377484716081462
Onions,Unified,Dhamar City_Dhamar,2018-06-01,-0.1973251528391854
Onions,Unified,Dhamar City_Dhamar,2018-07-01,-0.5926251528391854
Onions,Unified,Dhamar City_Dhamar,2018-08-01,0.002574847160814575
Onions,Unified,Dhamar City_Dhamar,2018-10-01,0.7030748471608147
Onions,Unified,Dhamar City_Dhamar,2018-11-01,0.2992349701493018
Onions,Unified,Dhamar City_Dhamar,2018-12-01,-0.3598117839484418
Onions,Unified,Dhamar City_Dhamar,2019-01-01,0.10277484716081464
Onions,Unified,Dhamar City_Dhamar,2019-02-01,0.10437484716081469
Onions,Unified,Dhamar City_Dhamar,2019-03-01,0.1544748471608145
Onions,Unified,Dhamar City_Dhamar,2019-04-01,-0.15969574819983057
Onions,Unified,Dhamar City_Dhamar,2019-05-01,0.21121407492879296
Onions,Unified,Dhamar City_Dhamar,2019-06-01,-0.36127090880674007
Onions,Unified,Dhamar City_Dhamar,2019-07-01,0.2645612231165766
Onions,Unified,Dhamar City_Dhamar,2019-08-01,0.5757751405472664
Onions,Unified,Dhamar City_Dhamar,2019-09-01,-0.3445251528391854
Onions,Unified,Dhamar City_Dhamar,2019-10-01,1.0052879058364472
Onions,Unified,Dhamar City_Dhamar,2019-11-01,1.1099748471608146
Onions,Unified,Dhamar City_Dhamar,2019-12-01,-0.004977284253677383
Onions,Unified,Mukalla City_Hadramaut,2016-06-01,-0.15697025162489597
Onions,Unified,Mukalla City_Hadramaut,2016-07-01,-0.2257023560126582
Onions,Unified,Mukalla City_Hadramaut,2016-08-01,-0.42769622881116853
Onions,Unified,Mukalla City_Hadramaut,2016-09-01,-0.32866061462863994
Onions,Unified,Mukalla City_Hadramaut,2016-10-01,-0.33938397440818957
Onions,Unified,Mukalla City_Hadramaut,2016-11-01,-0.20458397440818954
Onions,Unified,Mukalla City_Hadramaut,2016-12-01,-0.5275023560126582
Onions,Unified,Mukalla City_Hadramaut,2017-01-01,-0.4834962288111686
Onions,Unified,Mukalla City_Hadramaut,2017-02-01,-0.3355962288111686
Onions,Unified,Mukalla City_Hadramaut,2017-03-01,-0.3784422330241711
Onions,Unified,Mukalla City_Hadramaut,2017-04-01,-0.6044606146286399
Onions,Unified,Mukalla City_Hadramaut,2017-05-01,0.17729764398734194
Onions,Unified,Mukalla City_Hadramaut,2017-06-01,0.1736976439873419
Onions,Unified,Mukalla City_Hadramaut,2017-07-01,-0.5062023560126582
Onions,Unified,Mukalla City_Hadramaut,2017-08-01,-0.12730235601265816
Onions,Unified,Mukalla City_Hadramaut,2017-09-01,0.27153938537136013
Onions,Unified,Mukalla City_Hadramaut,2017-10-01,-0.2401606146286399
Onions,Unified,Mukalla City_Hadramaut,2017-11-01,-0.0005962288111684977
Onions,Unified,Mukalla City_Hadramaut,2017-12-01,-0.0782962288111686
Onions,Unified,Mukalla City_Hadramaut,2018-01-01,0.17269764398734178
Onions,Unified,Mukalla City_Hadramaut,2018-02-01,-0.12640235601265815
Onions,Unified,Mukalla City_Hadramaut,2018-03-01,0.16989606981673178
Onions,Unified,Mukalla City_Hadramaut,2018-05-01,-0.42759622881116854
Onions,Unified,Mukalla City_Hadramaut,2018-06-01,-0.1304127460431318
Onions,Unified,Mukalla City_Hadramaut,2018-07-01,-0.6237606146286399
Onions,Unified,Mukalla City_Hadramaut,2018-08-01,-0.07730235601265811
Onions,Unified,Mukalla City_Hadramaut,2018-10-01,0.22015163977433927
Onions,Unified,Mukalla City_Hadramaut,2018-11-01,0.4730976439873418
Onions,Unified,Mukalla City_Hadramaut,2018-12-01,-0.5116310387210441
Onions,Unified,Mukalla City_Hadramaut,2019-01-01,-0.027102356012658202
Onions,Unified,Mukalla City_Hadramaut,2019-02-01,-0.32984223302417104
Onions,Unified,Mukalla City_Hadramaut,2019-03-01,-0.2668962288111686
Onions,Unified,Mukalla City_Hadramaut,2019-04-01,-0.2274901016096792
Onions,Unified,Mukalla City_Hadramaut,2019-05-01,-0.2770962288111686
Onions,Unified,Mukalla City_Hadramaut,2019-06-01,-0.6741606146286399
Onions,Unified,Mukalla City_Hadramaut,2019-07-01,-0.12833103872104412
Onions,Unified,Mukalla City_Hadramaut,2019-08-01,0.7759393853713601
Onions,Unified,Mukalla City_Hadramaut,2019-09-01,-0.19768978988840358
Onions,Unified,Mukalla City_Hadramaut,2019-10-01,1.0914356042589783
Onions,Unified,Mukalla City_Hadramaut,2019-11-01,1.0403411655561456
Onions,Unified,Mukalla City_Hadramaut,2019-12-01,-0.3802590542287576
Onions,Unified,Mukalla City_Hadramaut,2024-06-01,-0.2926505610690291
Onions,Unified,Sayoun City_Hadramaut,2016-06-01,-0.15055003249528154
Onions,Unified,Sayoun City_Hadramaut,2016-07-01,-0.2597988529608968
Onions,Unified,Sayoun City_Hadramaut,2016-08-01,-0.4168988529608968
Onions,Unified,Sayoun City_Hadramaut,2016-09-01,-0.31739885296089687
Onions,Unified,Sayoun City_Hadramaut,2016-10-01,-0.31669885296089684
Onions,Unified,Sayoun City_Hadramaut,2016-11-01,-0.19219885296089678
Onions,Unified,Sayoun City_Hadramaut,2016-12-01,-0.5174988529608968
Onions,Unified,Sayoun City_Hadramaut,2017-01-01,-0.5115988529608968
Onions,Unified,Sayoun City_Hadramaut,2017-02-01,-0.33679885296089684
Onions,Unified,Sayoun City_Hadramaut,2017-03-01,-0.36479885296089687
Onions,Unified,Sayoun City_Hadramaut,2017-04-01,-0.5931988529608968
Onions,Unified,Sayoun City_Hadramaut,2017-05-01,-0.3641571115768786
Onions,Unified,Sayoun City_Hadramaut,2017-06-01,-0.4168988529608968
Onions,Unified,Sayoun City_Hadramaut,2017-07-01,-0.49619885296089683
Onions,Unified,Sayoun City_Hadramaut,2017-08-01,-0.11888659855791761
Onions,Unified,Sayoun City_Hadramaut,2017-09-01,0.2828011470391032
Onions,Unified,Sayoun City_Hadramaut,2017-10-01,-0.23207434415493866
Onions,Unified,Sayoun City_Hadramaut,2017-11-01,0.03268462980713993
Onions,Unified,Sayoun City_Hadramaut,2017-12-01,-0.06829272575940726
Onions,Unified,Sayoun City_Hadramaut,2018-01-01,-0.01855711157687856
Onions,Unified,Sayoun City_Hadramaut,2018-02-01,-0.1163988529608968
Onions,Unified,Sayoun City_Hadramaut,2018-03-01,-0.01709885296089686
Onions,Unified,Sayoun City_Hadramaut,2018-05-01,-0.016298852960896726
Onions,Unified,Sayoun City_Hadramaut,2018-06-01,-0.02132378691105652
Onions,Unified,Sayoun City_Hadramaut,2018-07-01,-0.5879927257594072
Onions,Unified,Sayoun City_Hadramaut,2018-08-01,0.03190727424059281
Onions,Unified,Sayoun City_Hadramaut,2018-10-01,0.4290291487760889
Onions,Unified,Sayoun City_Hadramaut,2018-11-01,0.18015514282610057
Onions,Unified,Sayoun City_Hadramaut,2018-12-01,-0.4006988529608968
Onions,Unified,Sayoun City_Hadramaut,2019-01-01,-0.018686598557917655
Onions,Unified,Sayoun City_Hadramaut,2019-02-01,-0.06843604131403547
Onions,Unified,Sayoun City_Hadramaut,2019-03-01,-0.06738659855791762
Onions,Unified,Sayoun City_Hadramaut,2019-04-01,-0.06967085122391103
Onions,Unified,Sayoun City_Hadramaut,2019-05-01,0.18440114703910315
Onions,Unified,Sayoun City_Hadramaut,2019-06-01,-0.5528927257594072
Onions,Unified,Sayoun City_Hadramaut,2019-07-01,0.030129148776089076
Onions,Unified,Sayoun City_Hadramaut,2019-08-01,0.20782399826496634
Onions,Unified,Sayoun City_Hadramaut,2019-09-01,-0.4804963478763641
Onions,Unified,Sayoun City_Hadramaut,2019-10-01,1.1625424720518887
Onions,Unified,Sayoun City_Hadramaut,2019-11-01,0.4235604356327196
Onions,Unified,Sayoun City_Hadramaut,2019-12-01,-0.5416927257594072
Onions,Unified,Sayoun City_Hadramaut,2024-06-01,-0.37299885296089685
Onions,Unified,Alsuail_Hajjah,2016-06-01,-0.2894961459512878
Onions,Unified,Alsuail_Hajjah,2016-07-01,-0.28405283039665963
Onions,Unified,Alsuail_Hajjah,2016-08-01,-0.32423364451953773
Onions,Unified,Alsuail_Hajjah,2016-09-01,-0.3194945717806781
Onions,Unified,Alsuail_Hajjah,2016-10-01,-0.3027961459512879
Onions,Unified,Alsuail_Hajjah,2016-11-01,-0.27908844457918847
Onions,Unified,Alsuail_Hajjah,2016-12-01,-0.31959457178067807
Onions,Unified,Alsuail_Hajjah,2017-01-01,-0.5933884445791885
Onions,Unified,Alsuail_Hajjah,2017-02-01,-0.5230988346096621
Onions,Unified,Alsuail_Hajjah,2017-03-01,-0.6698884445791885
Onions,Unified,Alsuail_Hajjah,2017-04-01,-0.5537945717806781
Onions,Unified,Alsuail_Hajjah,2017-05-01,-0.5171945717806781
Onions,Unified,Alsuail_Hajjah,2017-06-01,-0.5189945717806781
Onions,Unified,Alsuail_Hajjah,2017-07-01,-0.7062110890126414
Onions,Unified,Alsuail_Hajjah,2017-08-01,-0.36939457178067814
Onions,Unified,Alsuail_Hajjah,2017-09-01,-0.3201884445791885
Onions,Unified,Alsuail_Hajjah,2017-10-01,-0.4631884445791885
Onions,Unified,Alsuail_Hajjah,2017-11-01,-0.016694571780678125
Onions,Unified,Alsuail_Hajjah,2017-12-01,-0.020852830396659527
Onions,Unified,Alsuail_Hajjah,2018-01-01,0.13070542821932185
Onions,Unified,Alsuail_Hajjah,2018-02-01,0.08180542821932191
Onions,Unified,Alsuail_Hajjah,2018-03-01,0.07964716960334028
Onions,Unified,Alsuail_Hajjah,2018-05-01,0.08180542821932191
Onions,Unified,Alsuail_Hajjah,2018-06-01,-0.3192945717806781
Onions,Unified,Alsuail_Hajjah,2018-07-01,-0.6647884445791885
Onions,Unified,Alsuail_Hajjah,2018-08-01,-0.023399179057002728
Onions,Unified,Alsuail_Hajjah,2018-10-01,0.4797471696033404
Onions,Unified,Alsuail_Hajjah,2018-11-01,0.4637471696033404
Onions,Unified,Alsuail_Hajjah,2018-12-01,-0.43659457178067806
Onions,Unified,Alsuail_Hajjah,2019-01-01,0.13290542821932183
Onions,Unified,Alsuail_Hajjah,2019-02-01,0.09781155542081144
Onions,Unified,Alsuail_Hajjah,2019-03-01,0.1975471696033404
Onions,Unified,Alsuail_Hajjah,2019-04-01,0.2351054282193219
Onions,Unified,Alsuail_Hajjah,2019-05-01,0.42909994841827515
Onions,Unified,Alsuail_Hajjah,2019-07-01,0.43310455569460005
Onions,Unified,Alsuail_Hajjah,2019-08-01,0.43399955355063047
Onions,Unified,Alsuail_Hajjah,2019-09-01,-0.39766368939485996
Onions,Unified,Alsuail_Hajjah,2019-10-01,1.2061898465862497
Onions,Unified,Alsuail_Hajjah,2019-11-01,1.3801471696033403
Onions,Unified,Haradh Town_Hajjah,2016-06-01,-0.10513047390094432
Onions,Unified,Haradh Town_Hajjah,2016-07-01,-0.1478357896932081
Onions,Unified,Haradh Town_Hajjah,2016-08-01,-0.1827746698933682
Onions,Unified,Haradh Town_Hajjah,2016-09-01,-0.17948873251692588
Onions,Unified,Haradh Town_Hajjah,2016-10-01,-0.16326963525994564
Onions,Unified,Haradh Town_Hajjah,2016-11-01,-0.14335167250098402
Onions,Unified,Haradh Town_Hajjah,2016-12-01,-0.18327536362618224
Onions,Unified,Haradh Town_Hajjah,2017-01-01,-0.45505134288844795
Onions,Unified,Haradh Town_Hajjah,2017-02-01,-0.38124055371630683
Onions,Unified,Haradh Town_Hajjah,2017-03-01,-0.5321284804605056
Onions,Unified,Haradh Town_Hajjah,2017-04-01,-0.5584811415421983
Onions,Unified,Haradh Town_Hajjah,2017-05-01,0.221947252870774
Onions,Unified,Haradh Town_Hajjah,2017-06-01,0.2211652071181448
Onions,Unified,Haradh Town_Hajjah,2017-07-01,-0.5684156070047333
Onions,Unified,Haradh Town_Hajjah,2017-08-01,-0.22809772824329977
Onions,Unified,Haradh Town_Hajjah,2017-09-01,-0.1830797184464461
Onions,Unified,Haradh Town_Hajjah,2017-10-01,-0.32594373245630226
Onions,Unified,Haradh Town_Hajjah,2017-11-01,0.07116376046352302
Onions,Unified,Haradh Town_Hajjah,2017-12-01,0.11579902021666744
Onions,Unified,Haradh Town_Hajjah,2018-01-01,0.2689011518283587
Onions,Unified,Haradh Town_Hajjah,2018-02-01,0.2686824961545464
Onions,Unified,Haradh Town_Hajjah,2018-03-01,1.0166754029382519
Onions,Unified,Haradh Town_Hajjah,2018-05-01,0.21636596297873167
Onions,Unified,Haradh Town_Hajjah,2018-06-01,-0.18389903362084303
Onions,Unified,Haradh Town_Hajjah,2018-07-01,-0.5289750409377414
Onions,Unified,Haradh Town_Hajjah,2018-08-01,0.11594119718283935
Onions,Unified,Haradh Town_Hajjah,2018-10-01,0.21695734619210927
Onions,Unified,Haradh Town_Hajjah,2018-11-01,0.21383500146664347
Onions,Unified,Haradh Town_Hajjah,2018-12-01,-0.44341672798566967
Onions,Unified,Haradh Town_Hajjah,2019-01-01,-0.18709246179758388
Onions,Unified,Haradh Town_Hajjah,2019-02-01,-0.18453030246515
Onions,Unified,Haradh Town_Hajjah,2019-03-01,-0.1842427134015714
Onions,Unified,Haradh Town_Hajjah,2019-04-01,-0.08428516972722067
Onions,Unified,Haradh Town_Hajjah,2019-05-01,0.19453530424308507
Onions,Unified,Haradh Town_Hajjah,2019-06-01,-0.4187999241950051
Onions,Unified,Haradh Town_Hajjah,2019-07-01,0.35312544097966947
Onions,Unified,Haradh Town_Hajjah,2019-08-01,0.5654981854121436
Onions,Unified,Haradh Town_Hajjah,2019-09-01,-0.38701104965132904
Onions,Unified,Haradh Town_Hajjah,2019-10-01,0.6215888706505579
Onions,Unified,Haradh Town_Hajjah,2019-11-01,0.3232146717939599
Onions,Unified,Haradh Town_Hajjah,2019-12-01,-0.47880179119255833
Onions,Unified,Ibb City_Ibb,2016-06-01,-0.22567694958565676
Onions,Unified,Ibb City_Ibb,2016-07-01,-0.3390474626046175
Onions,Unified,Ibb City_Ibb,2016-08-01,-0.32490572122059913
Onions,Unified,Ibb City_Ibb,2016-09-01,-0.28020483364623106
Onions,Unified,Ibb City_Ibb,2016-10-01,-0.2470056322940427
Onions,Unified,Ibb City_Ibb,2016-11-01,-0.02695172543360147
Onions,Unified,Ibb City_Ibb,2016-12-01,-0.32378307678714624
Onions,Unified,Ibb City_Ibb,2017-01-01,-0.34844133540312794
Onions,Unified,Ibb City_Ibb,2017-02-01,-0.24477082238416714
Onions,Unified,Ibb City_Ibb,2017-03-01,-0.4240769495856568
Onions,Unified,Ibb City_Ibb,2017-04-01,-0.5601873396161304
Onions,Unified,Ibb City_Ibb,2017-05-01,-0.2756907781592457
Onions,Unified,Ibb City_Ibb,2017-06-01,-0.2759769495856568
Onions,Unified,Ibb City_Ibb,2017-07-01,-0.6024701979780239
Onions,Unified,Ibb City_Ibb,2017-08-01,-0.4748892039886359
Onions,Unified,Ibb City_Ibb,2017-09-01,-0.4348892039886359
Onions,Unified,Ibb City_Ibb,2017-10-01,-0.5134892039886358
Onions,Unified,Ibb City_Ibb,2017-11-01,-0.27338920398863586
Onions,Unified,Ibb City_Ibb,2017-12-01,0.024216923212853736
Onions,Unified,Ibb City_Ibb,2018-01-01,0.3753107960113641
Onions,Unified,Ibb City_Ibb,2018-02-01,0.1262107960113642
Onions,Unified,Ibb City_Ibb,2018-03-01,0.3215414320188118
Onions,Unified,Ibb City_Ibb,2018-05-01,-0.22418920398863584
Onions,Unified,Ibb City_Ibb,2018-06-01,-0.27604746260461754
Onions,Unified,Ibb City_Ibb,2018-07-01,-0.5213830767871463
Onions,Unified,Ibb City_Ibb,2018-08-01,0.02521079601136411
Onions,Unified,Ibb City_Ibb,2018-10-01,0.4255107960113641
Onions,Unified,Ibb City_Ibb,2018-11-01,0.32161534904224376
Onions,Unified,Ibb City_Ibb,2018-12-01,-0.3365490367752274
Onions,Unified,Ibb City_Ibb,2019-01-01,-0.12468920398863592
Onions,Unified,Ibb City_Ibb,2019-02-01,-0.07358920398863589
Onions,Unified,Ibb City_Ibb,2019-03-01,-0.0781788682036072
Onions,Unified,Ibb City_Ibb,2019-04-01,-0.27378920398863593
Onions,Unified,Ibb City_Ibb,2019-05-01,0.12581692321285376
Onions,Unified,Ibb City_Ibb,2019-06-01,-0.5021938112649605
Onions,Unified,Ibb City_Ibb,2019-07-01,-0.07457194744168716
Onions,Unified,Ibb City_Ibb,2019-08-01,-0.07545015654786957
Onions,Unified,Ibb City_Ibb,2019-09-01,-0.5749504413781924
Onions,Unified,Ibb City_Ibb,2019-10-01,-0.07772516406665353
Onions,Unified,Ibb City_Ibb,2019-11-01,-0.07288307678714634
Onions,Unified,Ibb City_Ibb,2019-12-01,-0.04702667424787743
Onions,Unified,Marib City_Marib,2016-06-01,0.3070688887719506
Onions,Unified,Marib City_Marib,2016-07-01,0.23360912380916365
Onions,Unified,Marib City_Marib,2016-08-01,0.18826458224832443
Onions,Unified,Marib City_Marib,2016-09-01,0.2111610364038422
Onions,Unified,Marib City_Marib,2016-10-01,0.03762957664976363
Onions,Unified,Marib City_Marib,2016-11-01,0.21220333682263626
Onions,Unified,Marib City_Marib,2016-12-01,0.18610817044235306
Onions,Unified,Marib City_Marib,2017-01-01,-0.0387796265055137
Onions,Unified,Marib City_Marib,2017-02-01,0.18775607660357152
Onions,Unified,Marib City_Marib,2017-03-01,0.1897759434520938
Onions,Unified,Marib City_Marib,2017-04-01,-0.16034243815237503
Onions,Unified,Marib City_Marib,2017-05-01,-0.20537805233490392
Onions,Unified,Marib City_Marib,2017-06-01,-0.3089274950910216
Onions,Unified,Marib City_Marib,2017-07-01,-0.17942440099524692
Onions,Unified,Marib City_Marib,2017-08-01,0.1878903964318257
Onions,Unified,Marib City_Marib,2017-09-01,0.3399055193596894
Onions,Unified,Marib City_Marib,2017-10-01,-0.22156579793192477
Onions,Unified,Marib City_Marib,2017-11-01,0.24073482647421862
Onions,Unified,Marib City_Marib,2017-12-01,0.1909575618476249
Onions,Unified,Marib City_Marib,2018-01-01,0.1898993032316434
Onions,Unified,Marib City_Marib,2018-02-01,0.1936158204636067
Onions,Unified,Marib City_Marib,2018-03-01,0.19271582046360658
Onions,Unified,Marib City_Marib,2018-05-01,0.38958172620624265
Onions,Unified,Marib City_Marib,2018-06-01,0.19112807486658556
Onions,Unified,Marib City_Marib,2018-07-01,-0.40292136788953214
Onions,Unified,Marib City_Marib,2018-08-01,0.2867618879651084
Onions,Unified,Marib City_Marib,2018-10-01,0.8893291893543502
Onions,Unified,Marib City_Marib,2018-11-01,0.33871121318728203
Onions,Unified,Marib City_Marib,2018-12-01,-0.3712739893856454
Onions,Unified,Marib City_Marib,2019-01-01,0.1863828749262364
Onions,Unified,Marib City_Marib,2019-02-01,0.6945219476650961
Onions,Unified,Marib City_Marib,2019-03-01,0.4936575618476249
Onions,Unified,Marib City_Marib,2019-04-01,0.49521582046360657
Onions,Unified,Marib City_Marib,2019-05-01,0.9954158204636068
Onions,Unified,Marib City_Marib,2019-06-01,-0.1692240565479063
Onions,Unified,Marib City_Marib,2019-07-01,0.6376270780552329
Onions,Unified,Marib City_Marib,2019-08-01,0.5933932649567104
Onions,Unified,Marib City_Marib,2019-09-01,-0.0924857537070033
Onions,Unified,Marib City_Marib,2019-10-01,1.446628879139239
Onions,Unified,Marib City_Marib,2019-11-01,0.4466219476650961
Onions,Unified,Marib City_Marib,2019-12-01,-0.2426719251334143
Onions,Unified,Marib City_Marib,2024-06-01,-0.08694243815237501
Onions,Unified,Al Jabeen_Raymah,2016-06-01,0.0691875198103149
Onions,Unified,Al Jabeen_Raymah,2016-07-01,0.07008751981031502
Onions,Unified,Al Jabeen_Raymah,2016-08-01,0.17453082688730448
Onions,Unified,Al Jabeen_Raymah,2016-09-01,0.06778751981031506
Onions,Unified,Al Jabeen_Raymah,2016-10-01,0.003387519810315043
Onions,Unified,Al Jabeen_Raymah,2016-11-01,0.16958751981031495
Onions,Unified,Al Jabeen_Raymah,2016-12-01,0.019687519810315024
Onions,Unified,Al Jabeen_Raymah,2017-01-01,-0.22151248018968506
Onions,Unified,Al Jabeen_Raymah,2017-02-01,-0.03131248018968513
Onions,Unified,Al Jabeen_Raymah,2017-03-01,-0.03131248018968513
Onions,Unified,Al Jabeen_Raymah,2017-04-01,-0.2556707388056667
Onions,Unified,Al Jabeen_Raymah,2017-05-01,-0.12950635298819546
Onions,Unified,Al Jabeen_Raymah,2017-06-01,-0.23151248018968507
Onions,Unified,Al Jabeen_Raymah,2017-07-01,-0.408412480189685
Onions,Unified,Al Jabeen_Raymah,2017-08-01,-0.032112480189685044
Onions,Unified,Al Jabeen_Raymah,2017-09-01,-0.032112480189685044
Onions,Unified,Al Jabeen_Raymah,2017-10-01,-0.276512480189685
Onions,Unified,Al Jabeen_Raymah,2017-11-01,0.1695292611943333
Onions,Unified,Al Jabeen_Raymah,2017-12-01,0.1656353883958228
Onions,Unified,Al Jabeen_Raymah,2018-01-01,0.06629977421329425
Onions,Unified,Al Jabeen_Raymah,2018-02-01,0.06898751981031492
Onions,Unified,Al Jabeen_Raymah,2018-03-01,0.16659977421329408
Onions,Unified,Al Jabeen_Raymah,2018-05-01,0.26928751981031507
Onions,Unified,Al Jabeen_Raymah,2018-06-01,0.16818751981031488
Onions,Unified,Al Jabeen_Raymah,2018-07-01,-0.4260707388056667
Onions,Unified,Al Jabeen_Raymah,2018-08-01,0.1678875198103149
Onions,Unified,Al Jabeen_Raymah,2018-10-01,0.6683875198103151
Onions,Unified,Al Jabeen_Raymah,2018-11-01,0.4682875198103149
Onions,Unified,Al Jabeen_Raymah,2018-12-01,-0.267412480189685
Onions,Unified,Al Jabeen_Raymah,2019-01-01,0.41828751981031487
Onions,Unified,Al Jabeen_Raymah,2019-02-01,0.37018751981031506
Onions,Unified,Al Jabeen_Raymah,2019-03-01,0.21998751981031495
Onions,Unified,Al Jabeen_Raymah,2019-04-01,0.47068751981031487
Onions,Unified,Al Jabeen_Raymah,2019-05-01,0.46929364701180454
Onions,Unified,Al Jabeen_Raymah,2019-06-01,-0.411712480189685
Onions,Unified,Al Jabeen_Raymah,2019-07-01,0.31988751981031505
Onions,Unified,Al Jabeen_Raymah,2019-08-01,0.571887519810315
Onions,Unified,Al Jabeen_Raymah,2019-09-01,-0.274919876052396
Onions,Unified,Al Jabeen_Raymah,2019-10-01,1.130220508525643
Onions,Unified,Al Jabeen_Raymah,2019-11-01,0.6014984392384284
Onions,Unified,Al Jabeen_Raymah,2019-12-01,-0.3506573841461592
Onions,Unified,Jihana Almarkazi_Sana'a,2016-07-01,0.09553044807989641
Onions,Unified,Jihana Almarkazi_Sana'a,2016-08-01,-0.1846109717420774
Onions,Unified,Jihana Almarkazi_Sana'a,2016-09-01,-0.19191519277129032
Onions,Unified,Jihana Almarkazi_Sana'a,2016-10-01,0.04368480722870971
Onions,Unified,Jihana Almarkazi_Sana'a,2016-11-01,-0.1186151927712904
Onions,Unified,Jihana Almarkazi_Sana'a,2016-12-01,-0.1720151927712904
Onions,Unified,Jihana Almarkazi_Sana'a,2017-01-01,-0.4634151927712904
Onions,Unified,Jihana Almarkazi_Sana'a,2017-02-01,-0.39141519277129033
Onions,Unified,Jihana Almarkazi_Sana'a,2017-03-01,-0.4402090655698008
Onions,Unified,Jihana Almarkazi_Sana'a,2017-04-01,-0.5677151927712903
Onions,Unified,Jihana Almarkazi_Sana'a,2017-05-01,-0.5382151927712904
Onions,Unified,Jihana Almarkazi_Sana'a,2017-06-01,-0.5916151927712904
Onions,Unified,Jihana Almarkazi_Sana'a,2017-07-01,-0.6454151927712903
Onions,Unified,Jihana Almarkazi_Sana'a,2017-08-01,-0.49191519277129037
Onions,Unified,Jihana Almarkazi_Sana'a,2017-09-01,-0.49270906556980076
Onions,Unified,Jihana Almarkazi_Sana'a,2017-10-01,-0.43341519277129037
Onions,Unified,Jihana Almarkazi_Sana'a,2017-11-01,-0.18991519277129032
Onions,Unified,Jihana Almarkazi_Sana'a,2017-12-01,-0.34201519277129033
Onions,Unified,Jihana Almarkazi_Sana'a,2018-01-01,-0.09181519277129035
Onions,Unified,Jihana Almarkazi_Sana'a,2018-02-01,-0.09091519277129034
Onions,Unified,Jihana Almarkazi_Sana'a,2018-03-01,0.10838480722870969
Onions,Unified,Jihana Almarkazi_Sana'a,2018-05-01,0.10928480722870959
Onions,Unified,Jihana Almarkazi_Sana'a,2018-06-01,-0.19171519277129034
Onions,Unified,Jihana Almarkazi_Sana'a,2018-07-01,-0.3845151927712903
Onions,Unified,Jihana Almarkazi_Sana'a,2018-08-01,0.20818480722870958
Onions,Unified,Jihana Almarkazi_Sana'a,2018-10-01,0.20848480722870955
Onions,Unified,Jihana Almarkazi_Sana'a,2018-11-01,0.20848480722870955
Onions,Unified,Jihana Almarkazi_Sana'a,2018-12-01,-0.3998151927712904
Onions,Unified,Jihana Almarkazi_Sana'a,2019-01-01,0.1572265486127281
Onions,Unified,Jihana Almarkazi_Sana'a,2019-02-01,0.21018480722870958
